Year,Series_conference,Series_round,Date_start,Date_end,Team_win,Seed_win,Wins_win,Team_lose,Seed_lose,Wins_lose,Fav_team,Fav_odds,Underdog_team,Underdog_odds
2020,E,3,2020-08-18,2020-08-29,Milwaukee Bucks,1,4,Orlando Magic,8,1,MIL,-7500,ORL,3250
2020,E,3,2020-08-17,2020-08-23,Toronto Raptors,2,4,Brooklyn Nets,7,0,TOR,-2200,BRK,1315
2020,E,3,2020-08-17,2020-08-23,Boston Celtics,3,4,Philadelphia 76ers,6,0,BOS,-450,PHI,360
2020,E,3,2020-08-18,2020-08-24,Miami Heat,5,4,Indiana Pacers,4,0,MIA,-320,IND,260
2020,W,3,2020-08-18,2020-08-29,Los Angeles Lakers,1,4,Portland Trail Blazers,8,1,LAL,-550,POR,425
2020,W,3,2020-08-17,2020-08-30,Los Angeles Clippers,2,4,Dallas Mavericks,7,2,LAC,-630,DAL,465
2020,W,3,2020-08-17,2020-09-01,Denver Nuggets,3,4,Utah Jazz,6,3,DEN,-285,UTA,243
2020,W,3,2020-08-18,2020-09-02,Houston Rockets,4,4,Oklahoma City Thunder,5,3,HOU,-160,OKC,140
2020,E,2,2020-08-30,2020-09-11,Boston Celtics,3,4,Toronto Raptors,2,3,TOR,-135,BOS,115
2020,E,2,2020-08-31,2020-09-08,Miami Heat,5,4,Milwaukee Bucks,1,1,MIL,-440,MIA,350
2020,W,2,2020-09-03,2020-09-15,Denver Nuggets,3,4,Los Angeles Clippers,2,3,LAC,-1300,DEN,850
2020,W,2,2020-09-04,2020-09-12,Los Angeles Lakers,1,4,Houston Rockets,4,1,LAL,-550,HOU,425
2020,E,1,2020-09-15,2020-09-27,Miami Heat,5,4,Boston Celtics,3,2,BOS,-130,MIA,110
2020,W,1,2020-09-18,2020-09-26,Los Angeles Lakers,1,4,Denver Nuggets,3,1,LAL,-550,DEN,425
2020,F,0,2020-09-30,2020-10-11,Los Angeles Lakers,1,4,Miami Heat,5,2,LAL,-350,MIA,290
2019,E,3,2019-04-14,2019-04-22,Milwaukee Bucks,1,4,Detroit Pistons,8,0,MIL,-3500,DET,1750
2019,E,3,2019-04-13,2019-04-23,Toronto Raptors,2,4,Orlando Magic,7,1,TOR,-1200,ORL,775
2019,E,3,2019-04-13,2019-04-23,Philadelphia 76ers,3,4,Brooklyn Nets,6,1,PHI,-600,BRK,450
2019,E,3,2019-04-14,2019-04-21,Boston Celtics,4,4,Indiana Pacers,5,0,BOS,-465,IND,370
2019,W,3,2019-04-13,2019-04-26,Golden State Warriors,1,4,Los Angeles Clippers,8,2,GSW,-15000,LAC,6000
2019,W,3,2019-04-13,2019-04-27,Denver Nuggets,2,4,San Antonio Spurs,7,3,DEN,-270,SAS,230
2019,W,3,2019-04-14,2019-04-23,Portland Trail Blazers,3,4,Oklahoma City Thunder,6,1,OKC,-165,POR,145
2019,W,3,2019-04-14,2019-04-24,Houston Rockets,4,4,Utah Jazz,5,1,HOU,-310,UTA,255
2019,E,2,2019-04-28,2019-05-08,Milwaukee Bucks,1,4,Boston Celtics,4,1,MIL,-360,BOS,300
2019,E,2,2019-04-27,2019-05-12,Toronto Raptors,2,4,Philadelphia 76ers,3,3,TOR,-290,PHI,245
2019,W,2,2019-04-28,2019-05-10,Golden State Warriors,1,4,Houston Rockets,4,2,GSW,-280,HOU,240
2019,W,2,2019-04-29,2019-05-12,Portland Trail Blazers,3,4,Denver Nuggets,2,3,DEN,-145,POR,125
2019,E,1,2019-05-15,2019-05-25,Toronto Raptors,2,4,Milwaukee Bucks,1,2,MIL,-270,TOR,230
2019,W,1,2019-05-14,2019-05-20,Golden State Warriors,1,4,Portland Trail Blazers,3,0,GSW,-550,POR,425
2019,F,0,2019-05-30,2019-06-13,Toronto Raptors,2,4,Golden State Warriors,1,2,GSW,-270,TOR,230
2018,E,3,2018-04-14,2018-04-27,Toronto Raptors,1,4,Washington Wizards,8,2,TOR,-630,WAS,465
2018,E,3,2018-04-15,2018-04-28,Boston Celtics,2,4,Milwaukee Bucks,7,3,BOS,-150,MIL,130
2018,E,3,2018-04-14,2018-04-24,Philadelphia 76ers,3,4,Miami Heat,6,1,PHI,-500,MIA,400
2018,E,3,2018-04-15,2018-04-29,Cleveland Cavaliers,4,4,Indiana Pacers,5,3,CLE,-600,IND,450
2018,W,3,2018-04-15,2018-04-25,Houston Rockets,1,4,Minnesota Timberwolves,8,1,HOU,-3000,MIN,1500
2018,W,3,2018-04-14,2018-04-24,Golden State Warriors,2,4,San Antonio Spurs,7,1,GSW,-900,SAS,600
2018,W,3,2018-04-14,2018-04-21,New Orleans Pelicans,6,4,Portland Trail Blazers,3,0,POR,-220,NOP,180
2018,W,3,2018-04-15,2018-04-27,Utah Jazz,5,4,Oklahoma City Thunder,4,2,OKC,-140,UTA,120
2018,W,2,2018-04-28,2018-05-08,Golden State Warriors,2,4,New Orleans Pelicans,6,1,GSW,-1050,NOP,675
2018,W,2,2018-04-29,2018-05-08,Houston Rockets,1,4,Utah Jazz,5,1,HOU,-1500,UTA,1000
2018,E,2,2018-04-30,2018-05-09,Boston Celtics,2,4,Philadelphia 76ers,3,1,PHI,-525,BOS,415
2018,E,2,2018-05-01,2018-05-07,Cleveland Cavaliers,4,4,Toronto Raptors,1,0,TOR,-190,CLE,165
2018,E,1,2018-05-13,2018-05-27,Cleveland Cavaliers,4,4,Boston Celtics,2,3,CLE,-275,BOS,235
2018,W,1,2018-05-14,2018-05-28,Golden State Warriors,2,4,Houston Rockets,1,3,GSW,-200,HOU,170
2018,F,0,2018-05-31,2018-06-08,Golden State Warriors,2,4,Cleveland Cavaliers,4,0,GSW,-1075,CLE,688
2017,E,3,2017-04-16,2017-04-28,Boston Celtics,1,4,Chicago Bulls,8,2,BOS,-470,CHI,375
2017,E,3,2017-04-15,2017-04-23,Cleveland Cavaliers,2,4,Indiana Pacers,7,0,CLE,-1100,IND,700
2017,E,3,2017-04-15,2017-04-27,Toronto Raptors,3,4,Milwaukee Bucks,6,2,TOR,-440,MIL,350
2017,E,3,2017-04-16,2017-04-28,Washington Wizards,4,4,Atlanta Hawks,5,2,WAS,-220,ATL,180
2017,W,3,2017-04-16,2017-04-24,Golden State Warriors,1,4,Portland Trail Blazers,8,0,GSW,-7000,POR,3000
2017,W,3,2017-04-15,2017-04-27,San Antonio Spurs,2,4,Memphis Grizzlies,7,2,SAS,-1070,MEM,685
2017,W,3,2017-04-16,2017-04-25,Houston Rockets,3,4,Oklahoma City Thunder,6,1,HOU,-390,OKC,320
2017,W,3,2017-04-15,2017-04-30,Utah Jazz,5,4,Los Angeles Clippers,4,3,LAC,-245,UTA,205
2017,E,2,2017-05-01,2017-05-07,Cleveland Cavaliers,2,4,Toronto Raptors,3,0,CLE,-475,TOR,380
2017,E,2,2017-04-30,2017-05-15,Boston Celtics,1,4,Washington Wizards,4,3,BOS,-185,WAS,160
2017,W,2,2017-05-02,2017-05-08,Golden State Warriors,1,4,Utah Jazz,5,0,GSW,-3200,UTA,1600
2017,W,2,2017-05-01,2017-05-11,San Antonio Spurs,2,4,Houston Rockets,3,2,SAS,-300,HOU,250
2017,W,1,2017-05-14,2017-05-22,Golden State Warriors,1,4,San Antonio Spurs,2,0,GSW,-1050,SAS,675
2017,E,1,2017-05-17,2017-05-25,Cleveland Cavaliers,2,4,Boston Celtics,1,1,CLE,-700,BOS,500
2017,F,0,2017-06-01,2017-06-12,Golden State Warriors,1,4,Cleveland Cavaliers,2,1,GSW,-300,CLE,250
2016,E,3,2016-04-17,2016-04-24,Cleveland Cavaliers,1,4,Detroit Pistons,8,0,CLE,-1700,DET,1100
2016,E,3,2016-04-16,2016-05-01,Toronto Raptors,2,4,Indiana Pacers,7,3,TOR,-400,IND,325
2016,E,3,2016-04-17,2016-05-01,Miami Heat,3,4,Charlotte Hornets,6,3,MIA,-170,CHO,150
2016,E,3,2016-04-16,2016-04-28,Atlanta Hawks,4,4,Boston Celtics,5,2,ATL,-165,BOS,145
2016,W,3,2016-04-16,2016-04-27,Golden State Warriors,1,4,Houston Rockets,8,1,GSW,-10000,HOU,4000
2016,W,3,2016-04-17,2016-04-24,San Antonio Spurs,2,4,Memphis Grizzlies,7,0,SAS,-17000,MEM,6625
2016,W,3,2016-04-16,2016-04-25,Oklahoma City Thunder,3,4,Dallas Mavericks,6,1,OKC,-3500,DAL,1750
2016,W,3,2016-04-17,2016-04-29,Portland Trail Blazers,5,4,Los Angeles Clippers,4,2,LAC,-525,POR,415
2016,E,2,2016-05-02,2016-05-08,Cleveland Cavaliers,1,4,Atlanta Hawks,4,0,CLE,-500,ATL,400
2016,E,2,2016-05-03,2016-05-15,Toronto Raptors,2,4,Miami Heat,3,3,TOR,-145,MIA,125
2016,W,2,2016-05-01,2016-05-11,Golden State Warriors,1,4,Portland Trail Blazers,5,1,GSW,-1600,POR,1050
2016,W,2,2016-04-30,2016-05-12,Oklahoma City Thunder,3,4,San Antonio Spurs,2,2,SAS,-270,OKC,230
2016,E,1,2016-05-17,2016-05-27,Cleveland Cavaliers,1,4,Toronto Raptors,2,2,CLE,-1350,TOR,885
2016,W,1,2016-05-16,2016-05-30,Golden State Warriors,1,4,Oklahoma City Thunder,3,3,GSW,-430,OKC,345
2016,F,0,2016-06-02,2016-06-19,Cleveland Cavaliers,1,4,Golden State Warriors,1,3,GSW,-220,CLE,180
2015,E,3,2015-04-19,2015-05-01,Atlanta Hawks,1,4,Brooklyn Nets,8,2,ATL,-1350,BRK,900
2015,E,3,2015-04-19,2015-04-26,Cleveland Cavaliers,2,4,Boston Celtics,7,0,CLE,-5000,BOS,2100
2015,E,3,2015-04-18,2015-04-30,Chicago Bulls,3,4,Milwaukee Bucks,6,2,CHI,-950,MIL,700
2015,E,3,2015-04-18,2015-04-26,Washington Wizards,5,4,Toronto Raptors,4,0,TOR,-175,WAS,155
2015,W,3,2015-04-18,2015-04-25,Golden State Warriors,1,4,New Orleans Pelicans,8,0,GSW,-3000,NOP,1500
2015,W,3,2015-04-18,2015-04-28,Houston Rockets,2,4,Dallas Mavericks,7,1,HOU,-260,DAL,220
2015,W,3,2015-04-19,2015-05-02,Los Angeles Clippers,3,4,San Antonio Spurs,6,3,SAS,-180,LAC,160
2015,W,3,2015-04-19,2015-04-29,Memphis Grizzlies,5,4,Portland Trail Blazers,4,1,MEM,-225,POR,195
2015,E,2,2015-05-04,2015-05-14,Cleveland Cavaliers,2,4,Chicago Bulls,3,2,CLE,-240,CHI,200
2015,E,2,2015-05-03,2015-05-15,Atlanta Hawks,1,4,Washington Wizards,5,2,ATL,-245,WAS,205
2015,W,2,2015-05-04,2015-05-17,Houston Rockets,2,4,Los Angeles Clippers,3,3,HOU,-150,LAC,130
2015,W,2,2015-05-03,2015-05-15,Golden State Warriors,1,4,Memphis Grizzlies,5,2,GSW,-1000,MEM,725
2015,E,1,2015-05-20,2015-05-26,Cleveland Cavaliers,2,4,Atlanta Hawks,1,0,CLE,-190,ATL,165
2015,W,1,2015-05-19,2015-05-27,Golden State Warriors,1,4,Houston Rockets,2,1,GSW,-880,HOU,665
2015,F,0,2015-06-04,2015-06-16,Golden State Warriors,1,4,Cleveland Cavaliers,2,2,GSW,-220,CLE,190
2014,E,3,2014-04-19,2014-05-03,Indiana Pacers,1,4,Atlanta Hawks,8,3,IND,-600,ATL,440
2014,E,3,2014-04-20,2014-04-28,Miami Heat,2,4,Charlotte Bobcats,7,0,MIA,-2500,CHA,1000
2014,E,3,2014-04-19,2014-05-04,Brooklyn Nets,6,4,Toronto Raptors,3,3,BRK,-130,TOR,110
2014,E,3,2014-04-20,2014-04-29,Washington Wizards,5,4,Chicago Bulls,4,1,CHI,-180,WAS,160
2014,W,3,2014-04-20,2014-05-04,San Antonio Spurs,1,4,Dallas Mavericks,8,3,SAS,-875,DAL,585
2014,W,3,2014-04-19,2014-05-03,Oklahoma City Thunder,2,4,Memphis Grizzlies,7,3,OKC,-500,MEM,375
2014,W,3,2014-04-19,2014-05-03,Los Angeles Clippers,3,4,Golden State Warriors,6,3,LAC,-400,GSW,285
2014,W,3,2014-04-20,2014-05-02,Portland Trail Blazers,5,4,Houston Rockets,4,2,HOU,-200,POR,170
2014,E,2,2014-05-05,2014-05-15,Indiana Pacers,1,4,Washington Wizards,5,2,IND,-165,WAS,145
2014,E,2,2014-05-06,2014-05-14,Miami Heat,2,4,Brooklyn Nets,6,1,MIA,-620,BRK,450
2014,W,2,2014-05-06,2014-05-14,San Antonio Spurs,1,4,Portland Trail Blazers,5,1,SAS,-410,POR,320
2014,W,2,2014-05-05,2014-05-15,Oklahoma City Thunder,2,4,Los Angeles Clippers,3,2,OKC,-205,LAC,175
2014,E,1,2014-05-18,2014-05-30,Miami Heat,2,4,Indiana Pacers,1,2,MIA,-380,IND,300
2014,W,1,2014-05-19,2014-05-31,San Antonio Spurs,1,4,Oklahoma City Thunder,2,2,SAS,-245,OKC,205
2014,F,0,2014-06-05,2014-06-15,San Antonio Spurs,1,4,Miami Heat,2,1,SAS,-155,MIA,135
2013,E,3,2013-04-21,2013-04-28,Miami Heat,1,4,Milwaukee Bucks,8,0,MIA,-20000,MIL,7500
2013,E,3,2013-04-20,2013-05-03,New York Knicks,2,4,Boston Celtics,7,2,NYK,-410,BOS,320
2013,E,3,2013-04-21,2013-05-03,Indiana Pacers,3,4,Atlanta Hawks,6,2,IND,-380,ATL,300
2013,E,3,2013-04-20,2013-05-04,Chicago Bulls,5,4,Brooklyn Nets,4,3,BRK,-145,CHI,125
2013,W,3,2013-04-21,2013-05-03,Oklahoma City Thunder,1,4,Houston Rockets,8,2,OKC,-1900,HOU,875
2013,W,3,2013-04-21,2013-04-28,San Antonio Spurs,2,4,Los Angeles Lakers,7,0,SAS,-1000,LAL,650
2013,W,3,2013-04-20,2013-05-02,Golden State Warriors,6,4,Denver Nuggets,3,2,DEN,-460,GSW,355
2013,W,3,2013-04-20,2013-05-03,Memphis Grizzlies,5,4,Los Angeles Clippers,4,2,LAC,-180,MEM,160
2013,E,2,2013-05-06,2013-05-15,Miami Heat,1,4,Chicago Bulls,5,1,MIA,-3000,CHI,1100
2013,E,2,2013-05-05,2013-05-18,Indiana Pacers,3,4,New York Knicks,2,2,NYK,-190,IND,165
2013,W,2,2013-05-05,2013-05-15,Memphis Grizzlies,5,4,Oklahoma City Thunder,1,1,MEM,-127,OKC,107
2013,W,2,2013-05-06,2013-05-16,San Antonio Spurs,2,4,Golden State Warriors,6,2,SAS,-950,GSW,625
2013,E,1,2013-05-22,2013-06-03,Miami Heat,1,4,Indiana Pacers,3,3,MIA,-850,IND,575
2013,W,1,2013-05-19,2013-05-27,San Antonio Spurs,2,4,Memphis Grizzlies,5,0,SAS,-145,MEM,125
2013,F,0,2013-06-06,2013-06-20,Miami Heat,1,4,San Antonio Spurs,2,3,MIA,-220,SAS,180
2012,E,3,2012-04-28,2012-05-10,Philadelphia 76ers,8,4,Chicago Bulls,1,2,CHI,-1400,PHI,900
2012,E,3,2012-04-28,2012-05-09,Miami Heat,2,4,New York Knicks,7,1,MIA,-900,NYK,650
2012,E,3,2012-04-28,2012-05-08,Indiana Pacers,3,4,Orlando Magic,6,1,IND,-800,ORL,600
2012,E,3,2012-04-29,2012-05-10,Boston Celtics,4,4,Atlanta Hawks,5,2,BOS,-190,ATL,160
2012,W,3,2012-04-29,2012-05-07,San Antonio Spurs,1,4,Utah Jazz,8,0,SAS,-2500,UTA,1450
2012,W,3,2012-04-28,2012-05-05,Oklahoma City Thunder,2,4,Dallas Mavericks,7,0,OKC,-500,DAL,400
2012,W,3,2012-04-29,2012-05-12,Los Angeles Lakers,3,4,Denver Nuggets,6,3,LAL,-240,DEN,195
2012,W,3,2012-04-29,2012-05-13,Los Angeles Clippers,5,4,Memphis Grizzlies,4,3,MEM,-200,LAC,170
2012,E,2,2012-05-13,2012-05-24,Miami Heat,2,4,Indiana Pacers,3,2,MIA,-950,IND,625
2012,E,2,2012-05-12,2012-05-26,Boston Celtics,4,4,Philadelphia 76ers,8,3,BOS,-205,PHI,175
2012,W,2,2012-05-15,2012-05-20,San Antonio Spurs,1,4,Los Angeles Clippers,5,0,SAS,-2500,LAC,1000
2012,W,2,2012-05-14,2012-05-21,Oklahoma City Thunder,2,4,Los Angeles Lakers,3,1,OKC,-450,LAL,350
2012,W,1,2012-05-27,2012-06-06,Oklahoma City Thunder,2,4,San Antonio Spurs,1,2,SAS,-205,OKC,175
2012,E,1,2012-05-28,2012-06-09,Miami Heat,2,4,Boston Celtics,4,3,MIA,-530,BOS,400
2012,F,0,2012-06-12,2012-06-21,Miami Heat,2,4,Oklahoma City Thunder,2,1,OKC,-175,MIA,155
2011,E,3,2011-04-16,2011-04-26,Chicago Bulls,1,4,Indiana Pacers,8,1,CHI,-4000,IND,1200
2011,E,3,2011-04-16,2011-04-27,Miami Heat,2,4,Philadelphia 76ers,7,1,MIA,-2500,PHI,1000
2011,E,3,2011-04-17,2011-04-24,Boston Celtics,3,4,New York Knicks,6,0,BOS,-350,NYK,250
2011,E,3,2011-04-16,2011-04-28,Atlanta Hawks,5,4,Orlando Magic,4,2,ORL,-650,ATL,425
2011,W,3,2011-04-17,2011-04-29,Memphis Grizzlies,8,4,San Antonio Spurs,1,2,SAS,-390,MEM,280
2011,W,3,2011-04-17,2011-04-28,Los Angeles Lakers,2,4,New Orleans Hornets,7,2,LAL,-2500,NOH,1000
2011,W,3,2011-04-16,2011-04-28,Dallas Mavericks,3,4,Portland Trail Blazers,6,2,DAL,-200,POR,160
2011,W,3,2011-04-17,2011-04-27,Oklahoma City Thunder,4,4,Denver Nuggets,5,1,OKC,-220,DEN,170
2011,E,2,2011-05-02,2011-05-12,Chicago Bulls,1,4,Atlanta Hawks,5,2,CHI,-800,ATL,550
2011,E,2,2011-05-01,2011-05-11,Miami Heat,2,4,Boston Celtics,3,1,MIA,-190,BOS,165
2011,W,2,2011-05-02,2011-05-08,Dallas Mavericks,3,4,Los Angeles Lakers,2,0,LAL,-360,DAL,280
2011,W,2,2011-05-01,2011-05-15,Oklahoma City Thunder,4,4,Memphis Grizzlies,8,3,OKC,-350,MEM,275
2011,E,1,2011-05-15,2011-05-26,Miami Heat,2,4,Chicago Bulls,1,1,MIA,-190,CHI,160
2011,W,1,2011-05-17,2011-05-25,Dallas Mavericks,3,4,Oklahoma City Thunder,4,1,DAL,-240,OKC,200
2011,F,0,2011-05-31,2011-06-12,Dallas Mavericks,3,4,Miami Heat,2,2,MIA,-175,DAL,155
2010,E,3,2010-04-17,2010-04-27,Cleveland Cavaliers,1,4,Chicago Bulls,8,1,CLE,-3000,CHI,1400
2010,E,3,2010-04-18,2010-04-26,Orlando Magic,2,4,Charlotte Bobcats,7,0,ORL,-1000,CHA,650
2010,E,3,2010-04-17,2010-05-02,Atlanta Hawks,3,4,Milwaukee Bucks,6,3,ATL,-750,MIL,550
2010,E,3,2010-04-17,2010-04-27,Boston Celtics,4,4,Miami Heat,5,1,BOS,-175,MIA,155
2010,W,3,2010-04-18,2010-04-30,Los Angeles Lakers,1,4,Oklahoma City Thunder,8,2,LAL,-800,OKC,600
2010,W,3,2010-04-18,2010-04-29,San Antonio Spurs,7,4,Dallas Mavericks,2,2,DAL,-150,SAS,130
2010,W,3,2010-04-18,2010-04-29,Phoenix Suns,3,4,Portland Trail Blazers,6,2,PHO,-500,POR,400
2010,W,3,2010-04-17,2010-04-30,Utah Jazz,5,4,Denver Nuggets,4,2,DEN,-175,UTA,150
2010,E,2,2010-05-01,2010-05-13,Boston Celtics,4,4,Cleveland Cavaliers,1,2,CLE,-480,BOS,380
2010,E,2,2010-05-04,2010-05-10,Orlando Magic,2,4,Atlanta Hawks,3,0,ORL,-800,ATL,550
2010,W,2,2010-05-02,2010-05-10,Los Angeles Lakers,1,4,Utah Jazz,5,0,LAL,-420,UTA,310
2010,W,2,2010-05-03,2010-05-09,Phoenix Suns,3,4,San Antonio Spurs,7,0,PHO,-140,SAS,120
